Category,Product_ID,Total_Revenue,Total_Units
Masculine,404,9420.8,112
Masculine,4284,9407.7,219
Masculine,897,9400.78,196
Masculine,2381,9397.7,138
Masculine,5922,9390.1,259
Masculine,17121,9387.0,76
Masculine,2486,9384.3,149
Masculine,16631,9377.5,40
Masculine,10134,9375.75,270
Masculine,1158,9369.9,127
Masculine,3920,9359.85,213
Masculine,2901,9356.0,142
Masculine,2820,9337.72,174
Masculine,17667,9331.0,64
Masculine,17562,9328.0,51
Masculine,2068,9327.9,110
Masculine,8132,9319.7,405
Masculine,8184,9319.2,392
Masculine,2540,9313.25,118
Masculine,559,9313.24,181
Masculine,4778,9302.1,201
Masculine,15098,9290.0,68
Masculine,15249,9276.5,69
Masculine,482,9275.5,117
Masculine,1340,9271.25,114
Masculine,16346,9270.0,57
Masculine,17694,9259.05,101
Masculine,16034,9254.0,66
Masculine,15280,9247.0,64
Masculine,430,9246.9,135
Masculine,4180,9245.3,213
Masculine,716,9244.0,142
Masculine,3192,9237.2,206
Masculine,3763,9234.0,230
Masculine,17930,9228.5,72
Masculine,299,9226.039999999999,190
Masculine,16838,9222.0,47
Masculine,3556,9220.85,229
Masculine,2613,9219.6,192
Masculine,2355,9215.0,120
Masculine,11408,9213.7,257
Masculine,3140,9210.7,226
Masculine,15353,9207.0,58
Masculine,356,9204.95,125
Masculine,16939,9200.0,57
Masculine,15924,9189.5,74
Masculine,16080,9186.5,54
Masculine,17303,9185.5,51
Masculine,2852,9174.5,123
Masculine,1549,9161.6,140
Masculine,458,9157.0,119
Masculine,16836,9155.66,84
Masculine,17280,9150.0,45
Masculine,2249,9149.62,161
Masculine,16288,9127.5,68
Masculine,6546,9124.55,363
Masculine,2224,9122.05,105
Masculine,14994,9117.5,65
Masculine,17798,9112.78,92
Masculine,273,9111.5,164
Masculine,17540,9106.5,72
Masculine,16136,9103.0,65
Masculine,614,9090.3,102
Masculine,17928,9077.53,80
Masculine,16704,9065.0,79
Masculine,16472,9065.0,88
Masculine,15717,9038.5,40
Masculine,16626,9034.5,53
Masculine,15020,9030.0,57
Masculine,96,9023.2,137
Masculine,10836,9021.0,246
Masculine,17329,9020.5,77
Masculine,585,9015.12,171
Masculine,2228,9013.2,108
Masculine,15170,9006.5,64
Masculine,1812,8996.3,100
Masculine,17744,8992.0,62
Masculine,4544,8973.9,212
Masculine,1209,8966.78,174
Masculine,15486,8965.5,48
Masculine,1318,8962.25,111
Masculine,16990,8961.0,60
Masculine,480,8949.42,144
Masculine,16418,8948.5,68
Masculine,5064,8945.0,241
Masculine,15093,8935.5,72
Masculine,2561,8929.68,173
Masculine,6572,8927.8,363
Masculine,12188,8927.5,377
Masculine,1080,8922.4,117
Masculine,16705,8908.5,68
Masculine,15330,8873.5,73
Masculine,1964,8870.5,131
Masculine,16006,8849.5,60
Masculine,1365,8848.14,160
Masculine,15405,8842.0,66
Masculine,1994,8837.8,116
Masculine,16294,8810.5,48
Masculine,353,8807.5,132
Masculine,17355,8803.0,62
Masculine,17148,8792.15,85
Masculine,1782,8768.5,125
Masculine,9354,8759.25,231
Masculine,17693,8758.5,67
Masculine,454,8757.22,179
Masculine,14989,8742.0,44
Masculine,1446,8741.95,129
Masculine,1760,8738.1,123
Masculine,2434,8706.5,117
Masculine,16575,8703.5,64
Masculine,15977,8703.5,68
Masculine,2926,8702.8,117
Masculine,15616,8684.0,54
Masculine,1496,8669.7,111
Masculine,15722,8669.0,62
Masculine,2743,8668.64,158
Masculine,16678,8655.0,58
Masculine,2745,8654.2,145
Masculine,8054,8653.65,343
Masculine,664,8642.1,122
Masculine,249,8638.35,116
Masculine,15042,8634.58,77
Masculine,1630,8630.5,113
Masculine,17276,8620.0,51
Masculine,2046,8598.9,126
Masculine,16969,8596.5,57
Masculine,7196,8595.2,388
Masculine,8782,8593.8,418
Masculine,4128,8589.3,218
Masculine,17642,8587.97,82
Masculine,15436,8572.0,52
Masculine,746,8564.3,124
Masculine,16396,8564.0,68
Masculine,16372,8563.5,67
Masculine,2952,8560.7,138
Masculine,17096,8560.5,90
Masculine,16161,8559.34,97
Masculine,2956,8549.5,127
Masculine,17043,8542.5,66
Masculine,1526,8540.45,125
Masculine,16445,8537.0,72
Masculine,17436,8534.5,57
Masculine,145,8533.5,147
Masculine,16007,8529.5,46
Masculine,11616,8529.0,264
Masculine,1992,8525.55,111
Masculine,16970,8518.0,56
Masculine,16944,8507.5,63
Masculine,94,8499.45,104
Masculine,9874,8498.65,265
Masculine,13,8494.98,195
Masculine,1366,8494.05,132
Masculine,406,8490.7,152
Masculine,8340,8490.5,404
Masculine,16600,8479.5,57
Masculine,820,8459.25,122
Masculine,15978,8455.49,88
Masculine,17927,8446.0,81
Masculine,252,8442.1,120
Masculine,15852,8437.5,57
Masculine,2979,8415.35,123
Masculine,17750,8412.5,61
Masculine,16058,8403.0,66
Masculine,17178,8400.5,63
Masculine,15586,8400.5,69
Masculine,15,8399.7,135
Masculine,17018,8398.77,85
Masculine,16082,8393.35,108
Masculine,15485,8385.61,99
Masculine,2510,8385.5,137
Masculine,17412,8382.0,55
Masculine,6338,8372.85,333
Masculine,10524,8363.0,254
Masculine,7794,8360.9,381
Masculine,16941,8360.43,93
Masculine,15716,8358.5,65
Masculine,16964,8350.0,57
Masculine,17643,8349.73,94
Masculine,1679,8344.6,148
Masculine,16263,8343.0,67
Masculine,17202,8340.0,63
Masculine,638,8324.95,123
Masculine,2124,8311.3,105
Masculine,16840,8310.0,65
Masculine,15538,8308.5,55
Masculine,17823,8297.5,63
Masculine,5350,8295.0,186
Masculine,612,8285.45,96
Masculine,16393,8274.0,61
Masculine,15252,8265.0,71
Masculine,4674,8255.2,213
Masculine,1627,8246.5,133
Masculine,877,8213.75,83
Masculine,16734,8194.0,64
Masculine,15670,8185.5,61
Masculine,1732,8183.1,103
Masculine,17589,8165.0,61
Masculine,17538,8163.8,90
Masculine,15275,8163.5,68
Masculine,17253,8152.82,107
Masculine,15456,8152.0,59
Masculine,2849,8142.8,110
Masculine,2722,8139.3,120
Masculine,1443,8138.25,176
Masculine,16289,8135.0,68
Masculine,17878,8121.5,63
Masculine,15566,8118.5,49
Masculine,5740,8116.6,249
Masculine,434,8114.45,145
Masculine,1287,8105.5,195
Masculine,2173,8096.7,125
Masculine,17876,8090.07,81
Masculine,15849,8084.5599999999995,92
Masculine,1989,8084.42,164
Masculine,5610,8076.5,236
Masculine,5168,8065.3,207
Masculine,16604,8064.5,51
Masculine,15044,8062.0,46
Masculine,1185,8060.95,126
Masculine,17536,8053.0,48
Masculine,1028,8043.2,99
Masculine,12370,8041.4,426
Masculine,16109,8030.32,82
Masculine,16237,8026.5,61
Masculine,2692,8023.95,147
Masculine,17852,8004.5,67
Masculine,1032,8003.2,125
Masculine,15592,8001.5,56
Masculine,15172,8001.37,92
Masculine,2327,8001.36,183
Masculine,1214,7995.5,123
Masculine,483,7990.6,109
Masculine,11668,7973.2,209
Masculine,16812,7972.0,51
Masculine,15092,7970.5,59
Masculine,848,7969.1,137
Masculine,16706,7965.96,89
Masculine,2875,7959.1,117
Masculine,16236,7958.0,52
Masculine,16630,7952.0,60
Masculine,1393,7949.05,119
Masculine,1107,7948.8,111
Masculine,17411,7946.0,40
Masculine,1708,7941.9,113
Masculine,15066,7933.0,48
Masculine,17331,7929.75,91
Masculine,2511,7929.5,112
Masculine,17718,7918.5,69
Masculine,16497,7910.5,54
Masculine,17490,7898.5,53
Masculine,1916,7896.25,126
Masculine,16809,7891.0,50
Masculine,17097,7871.13,80
Masculine,16188,7870.5,52
Masculine,11850,7868.35,244
Masculine,15327,7868.0,54
Masculine,17616,7861.61,83
Masculine,16912,7859.5,66
Masculine,15902,7857.5,49
Masculine,1292,7851.25,126
Masculine,3686,7849.65,221
Masculine,13280,7843.85,388
Masculine,16656,7843.5,59
Masculine,1734,7841.55,116
Masculine,639,7835.75,117
Masculine,16837,7831.98,95
Masculine,17594,7829.0,72
Masculine,1602,7826.65,128
Masculine,923,7821.62,136
Masculine,6754,7819.45,405
Masculine,11122,7818.5,281
Masculine,1240,7815.25,134
Masculine,15070,7814.5,75
Masculine,15043,7812.36,88
Masculine,304,7805.5,124
Masculine,16369,7801.47,97
Masculine,1006,7800.75,139
Masculine,382,7793.7,103
Masculine,16164,7790.0,53
Masculine,1160,7788.9,103
Masculine,15379,7766.5,50
Masculine,12552,7764.05,414
Masculine,15432,7753.29,94
Masculine,15147,7752.73,97
Masculine,119,7745.0,126
Masculine,16317,7739.44,83
Masculine,17279,7734.6,91
Masculine,11044,7729.7,227
Masculine,2821,7727.34,149
Masculine,3894,7721.75,245
Masculine,2485,7673.4,122
Masculine,15694,7669.0,47
Masculine,2017,7658.9,125
Masculine,16134,7650.66,99
Masculine,17796,7650.5,43
Masculine,17122,7650.5,78
Masculine,15202,7643.0,62
Masculine,17776,7639.5,65
Masculine,15274,7635.5,64
Masculine,1367,7630.55,140
Masculine,2719,7628.8,129
Masculine,1368,7628.7,143
Masculine,694,7628.0,122
Masculine,10758,7624.2,257
Masculine,15176,7621.5,57
Masculine,14294,7617.35,384
Masculine,17334,7608.0,79
Masculine,3946,7583.95,228
Masculine,4518,7568.95,224
Masculine,17432,7567.0,59
Masculine,6312,7559.0,363
Masculine,2275,7557.6,174
Masculine,17903,7556.29,83
Masculine,15874,7542.05,83
Masculine,924,7530.05,117
Masculine,9770,7527.45,240
Masculine,8470,7510.5,394
Masculine,17724,7507.0,62
Masculine,2433,7491.05,134
Masculine,15226,7482.5,65
Masculine,10004,7477.2,247
Masculine,16552,7475.5,47
Masculine,16291,7472.11,88
Masculine,16914,7470.03,88
Masculine,16318,7468.5,54
Masculine,10420,7459.0,273
Masculine,17511,7457.0,63
Masculine,17799,7456.5599999999995,91
Masculine,8704,7455.25,383
Masculine,2095,7453.25,128
Masculine,16940,7447.26,99
Masculine,872,7435.0,120
Masculine,1289,7434.85,139
Masculine,590,7415.0,119
Masculine,15904,7411.0,64
Masculine,1081,7409.35,130
Masculine,14268,7397.6,421
Masculine,16580,7394.0,45
Masculine,2953,7392.75,134
Masculine,15769,7387.0,59
Masculine,5298,7378.95,182
Masculine,11252,7377.55,250
Masculine,17381,7376.5,62
Masculine,588,7369.5,117
Masculine,15951,7359.5,61
Masculine,5792,7354.5,230
Masculine,16184,7351.0,76
Masculine,2198,7350.6,111
Masculine,3062,7342.4,207
Masculine,11174,7336.05,258
Masculine,67,7332.75,117
Masculine,3218,7316.3,247
Masculine,16710,7283.0,45
Masculine,10212,7279.8,265
Masculine,1341,7276.75,113
Masculine,2563,7271.05,125
Masculine,16395,7261.3,92
Masculine,2432,7258.5,133
Masculine,15615,7250.06,108
Masculine,15746,7244.0,62
Masculine,616,7239.1,109
Masculine,17438,7237.5,64
Masculine,93,7236.5,124
Masculine,16054,7216.5,60
Masculine,15848,7183.12,79
Masculine,17568,7179.5,60
Masculine,16860,7177.0,66
Masculine,16524,7172.38,95
Masculine,2069,7168.7,138
Masculine,17824,7157.7300000000005,86
Masculine,17877,7152.74,91
Masculine,1188,7152.1,103
Masculine,16190,7145.0,66
Masculine,16450,7123.5,49
Masculine,15459,7120.12,90
Masculine,15772,7113.0,55
Masculine,795,7111.4,140
Masculine,2042,7110.25,104
Masculine,9302,7091.3,263
Masculine,15718,7089.52,101
Masculine,1056,7079.4,105
Masculine,9016,7078.9,246
Masculine,6520,7076.75,373
Masculine,2225,7069.85,99
Masculine,846,7068.9,127
Masculine,2693,7053.7,141
Masculine,17822,7049.5,51
Masculine,2202,7046.5,123
Masculine,1263,7035.5,111
Masculine,16888,7033.53,98
Masculine,16916,7031.0,55
Masculine,2823,7025.6,123
Masculine,2199,7021.3,129
Masculine,16265,7012.45,92
Masculine,15301,7007.0,55
Masculine,15332,7006.5,48
Masculine,15277,7005.08,83
Masculine,950,7004.9,141
Masculine,15326,7001.0,57
Masculine,16003,6995.5,64
Masculine,17516,6991.5,58
Masculine,1601,6991.5,125
Masculine,689,6990.56,177
Masculine,17746,6977.44,81
Masculine,1445,6968.95,134
Masculine,1238,6967.0,121
Masculine,16138,6960.5,59
Masculine,16473,6958.62,96
Masculine,17672,6958.5,65
Masculine,13410,6949.25,352
Masculine,15847,6921.5,57
Masculine,2666,6918.3,112
Masculine,16422,6909.0,52
Masculine,429,6907.9400000000005,184
Masculine,16424,6903.5,48
Masculine,17357,6894.0,77
Masculine,8678,6881.85,373
Masculine,431,6876.7,131
Masculine,15900,6874.75,82
Masculine,4310,6871.3,244
Masculine,560,6870.45,126
Masculine,1939,6866.05,148
Masculine,17230,6856.5,61
Masculine,1552,6841.55,147
Masculine,14965,6840.2,83
Masculine,16502,6836.0,50
Masculine,15040,6829.0,55
Masculine,665,6822.8,131
Masculine,15072,6817.5,82
Masculine,2304,6816.45,111
Masculine,15358,6800.5,61
Masculine,15926,6800.35,90
Masculine,15384,6799.0,51
Masculine,17386,6795.0,54
Masculine,10264,6793.0,270
Masculine,1678,6781.5,154
Masculine,15534,6781.0,60
Masculine,15223,6780.5,60
Masculine,17252,6779.78,84
Masculine,275,6778.5,123
Masculine,16135,6776.8,110
Masculine,2642,6776.0,121
Masculine,15588,6762.3,85
Masculine,5974,6757.4,227
Masculine,15278,6757.0,57
Masculine,16394,6752.75,86
Masculine,148,6752.5,125
Masculine,613,6746.0,134
Masculine,2431,6741.15,163
Masculine,17098,6731.0,63
Masculine,8964,6726.45,382
Masculine,15171,6719.0,53
Masculine,1106,6715.6,124
Masculine,16679,6714.0,56
Masculine,12734,6709.2,409
Masculine,15614,6706.18,83
Masculine,3478,6704.3,234
Masculine,16861,6691.0,47
Masculine,1184,6684.25,137
Masculine,1758,6668.95,100
Masculine,16107,6660.5,64
Masculine,586,6659.1,95
Masculine,4648,6653.95,255
Masculine,15639,6651.0,68
Masculine,352,6650.4,108
Masculine,16496,6638.5,51
Masculine,15302,6632.03,99
Masculine,876,6631.8,118
Masculine,16032,6630.5,60
Masculine,16627,6630.0,57
Masculine,17461,6626.15,98
Masculine,16707,6620.64,96
Masculine,16782,6618.5,48
Masculine,13228,6618.45,429
Masculine,7924,6606.8,352
Masculine,16736,6605.5,64
Masculine,15228,6599.5,52
Masculine,1784,6597.5,111
Masculine,17901,6597.0,45
Masculine,5844,6591.15,223
Masculine,17464,6586.5,56
Masculine,1913,6580.0,118
Masculine,1548,6575.15,136
Masculine,16863,6569.73,103
Masculine,954,6562.0,105
Masculine,15018,6561.5,78
Masculine,14918,6555.55,395
Masculine,847,6546.4,139
Masculine,15150,6535.5,75
Masculine,14710,6531.05,436
Masculine,1500,6529.15,126
Masculine,1210,6526.2,120
Masculine,1237,6524.75,119
Masculine,2405,6521.3,142
Masculine,15956,6505.5,47
Masculine,873,6496.1,141
Masculine,17669,6495.28,109
Masculine,17591,6494.66,88
Masculine,16398,6491.5,60
Masculine,1394,6482.8,118
Masculine,15745,6480.62,87
Masculine,16447,6479.42,106
Masculine,561,6478.4,141
Masculine,1474,6471.8,109
Masculine,15250,6469.9800000000005,82
Masculine,17902,6467.12,90
Masculine,15300,6462.0,47
Masculine,2072,6461.2,105
Masculine,16212,6454.55,118
Masculine,2407,6449.7,123
Masculine,14988,6448.0,41
Masculine,17126,6444.5,63
Masculine,5220,6435.45,221
Masculine,508,6433.0,96
Masculine,2615,6432.9,105
Masculine,1344,6426.8,110
Masculine,10290,6422.7,235
Masculine,16578,6415.5,49
Masculine,6884,6413.35,366
Masculine,9900,6407.0,242
Masculine,1523,6405.15,141
Masculine,15640,6391.15,88
Masculine,2537,6382.5,134
Masculine,17433,6382.0,72
Masculine,15122,6373.5,58
Masculine,2277,6365.2,126
Masculine,17459,6362.0,59
Masculine,16320,6360.0,55
Masculine,16500,6356.5,53
Masculine,5662,6351.3,216
Masculine,226,6346.7,126
Masculine,1966,6341.0,122
Masculine,16421,6329.3,83
Masculine,15433,6329.17,95
Masculine,14,6322.5,134
Masculine,15795,6321.0,75
Masculine,1626,6316.0,135
Masculine,17382,6308.78,103
Masculine,16112,6307.0,54
Masculine,15329,6301.4800000000005,81
Masculine,41,6300.7,122
Masculine,10160,6299.5,241
Masculine,17022,6297.0,53
Masculine,902,6288.9,135
Masculine,8626,6287.85,379
Masculine,16653,6281.5,53
Masculine,15800,6279.0,50
Masculine,15664,6253.0,64
Masculine,1419,6250.55,110
Masculine,2641,6248.55,124
Masculine,16759,6248.35,99
Masculine,16733,6245.46,95
Masculine,2771,6241.2,112
Masculine,2797,6221.65,132
Masculine,17227,6220.67,98
Masculine,16522,6215.0,46
Masculine,456,6213.2,118
Masculine,15483,6204.5,65
Masculine,9796,6190.9,262
Masculine,17566,6188.5,53
Masculine,15875,6180.44,86
Masculine,16993,6179.09,88
Masculine,10888,6176.1,250
Masculine,301,6170.2,113
Masculine,16785,6157.84,105
Masculine,11096,6154.0,289
Masculine,15930,6152.5,64
Masculine,587,6149.6,115
Masculine,17800,6134.5,38
Masculine,17356,6130.34,68
Masculine,16057,6125.97,76
Masculine,2280,6124.0,114
Masculine,4856,6118.2,234
Masculine,300,6116.0,121
Masculine,16158,6113.5,51
Masculine,9068,6112.4,263
Masculine,15434,6109.5,69
Masculine,9666,6097.5,263
Masculine,2121,6094.4,146
Masculine,197,6081.6,109
Masculine,9978,6076.6,272
Masculine,15197,6076.5,61
Masculine,16966,6065.24,117
Masculine,14320,6059.15,442
Masculine,16264,6044.46,77
Masculine,8314,6038.45,402
Masculine,15665,6035.5,66
Masculine,4570,6033.2,217
Masculine,15748,6031.0,54
Masculine,15587,6029.5,53
Masculine,16892,6024.0,58
Masculine,8834,6023.9,377
Masculine,196,6020.5,132
Masculine,1211,6017.6,124
Masculine,17406,6016.5,54
Masculine,9406,6013.1,245
Masculine,1731,6012.1,111
Masculine,16476,6002.5,41
Masculine,16185,5999.0,62
Masculine,15145,5989.5,66
Masculine,1652,5985.3,140
Masculine,17875,5972.5,51
Masculine,16996,5966.0,50
Masculine,15488,5962.5,46
Masculine,15514,5962.0,56
Masculine,17825,5955.3,90
Masculine,16629,5934.51,96
Masculine,14684,5909.1,436
Masculine,16913,5905.5,70
Masculine,1809,5901.55,115
Masculine,17048,5895.0,62
Masculine,12266,5886.7,413
Masculine,17250,5883.5,52
Masculine,15771,5882.24,107
Masculine,16110,5881.0,67
Masculine,17904,5869.0,43
Masculine,16632,5868.5,58
Masculine,16523,5868.5,42
Masculine,17308,5857.5,48
Masculine,15954,5856.5,55
Masculine,3400,5852.85,232
Masculine,17277,5847.0,71
Masculine,17747,5837.18,106
Masculine,17069,5826.5,48
Masculine,15381,5826.110000000001,96
Masculine,769,5822.5,130
Masculine,1886,5819.9,114
Masculine,6624,5819.2,379
Masculine,16029,5815.0,61
Masculine,9458,5813.7,270
Masculine,15118,5806.5,41
Masculine,1315,5804.7,133
Masculine,1055,5791.4,132
Masculine,17485,5784.0,60
Masculine,1965,5783.15,135
Masculine,16554,5776.0,56
Masculine,17745,5767.5,56
Masculine,17224,5765.5,67
Masculine,1471,5762.5,113
Masculine,17698,5744.0,68
Masculine,16187,5742.55,77
Masculine,15017,5732.96,85
Masculine,1162,5728.6,103
Masculine,16757,5726.5,37
Masculine,17465,5712.0,38
Masculine,16967,5711.2,85
Masculine,17721,5704.25,87
Masculine,17409,5694.64,88
Masculine,15979,5689.14,91
Masculine,1704,5674.4,97
Masculine,11304,5669.5,257
Masculine,2644,5666.7,114
Masculine,10810,5660.2,277
Masculine,16106,5657.0,58
Masculine,12448,5653.95,433
Masculine,2848,5645.0,114
Masculine,17149,5644.09,111
Masculine,15743,5615.0,73
Masculine,13254,5614.1,417
Masculine,15457,5605.5,57
Masculine,8444,5579.15,383
Masculine,666,5571.55,119
Masculine,17072,5570.0,52
Masculine,1133,5558.6,123
Masculine,15821,5555.0,71
Masculine,15691,5549.5,60
Masculine,15069,5544.26,117
Masculine,717,5542.1,116
Masculine,8990,5538.5,228
Masculine,9250,5537.6,287
Masculine,2458,5530.4,144
Masculine,821,5529.0,141
Masculine,5506,5519.55,225
Masculine,1003,5508.3,127
Masculine,17563,5507.5,63
Masculine,4414,5506.5,228
Masculine,15096,5495.5,56
Masculine,2329,5492.5,129
Masculine,17204,5471.5,44
Masculine,17172,5469.5,41
Masculine,13722,5465.7,404
Masculine,1527,5458.6,68
Masculine,15119,5458.5,62
Masculine,16549,5446.5,42
Masculine,16081,5445.0,48
Masculine,14964,5440.05,83
Masculine,4492,5439.9,232
Masculine,2774,5432.85,115
Masculine,5480,5416.5,232
Masculine,5402,5413.5,234
Masculine,7300,5411.7,374
Masculine,248,5411.5,123
Masculine,9328,5408.25,255
Masculine,1159,5363.25,135
Masculine,17434,5350.16,105
Masculine,17929,5341.25,77
Masculine,1470,5341.1,105
Masculine,17539,5336.11,95
Masculine,15537,5320.83,82
Masculine,14991,5317.6,98
Masculine,15509,5305.5,53
Masculine,17044,5303.0,82
Masculine,327,5294.4,126
Masculine,1912,5291.15,127
Masculine,977,5290.05,116
Masculine,15355,5280.7,83
Masculine,17906,5277.5,62
Masculine,16084,5276.0,51
Masculine,2462,5273.7,109
Masculine,5324,5271.6,218
Masculine,1861,5257.45,149
Masculine,13046,5254.0,404
Masculine,17226,5251.77,98
Masculine,1783,5243.85,107
Masculine,7066,5241.0,373
Masculine,15666,5228.1,87
Masculine,2667,5223.6,127
Masculine,955,5223.6,86
Masculine,8028,5219.9,390
Masculine,17019,5216.93,85
Masculine,8210,5216.6,403
Masculine,66,5207.4,118
Masculine,17017,5192.0,50
Masculine,15927,5188.02,95
Masculine,171,5183.0,131
Masculine,15510,5180.46,87
Masculine,1705,5175.45,141
Masculine,7274,5173.9,435
Masculine,223,5169.8,132
Masculine,13358,5161.45,424
Masculine,5688,5159.7,249
Masculine,405,5144.75,132
Masculine,16211,5144.5,57
Masculine,14968,5142.0,58
Masculine,8080,5142.0,373
Masculine,691,5141.15,128
Masculine,7222,5136.45,406
